CODPROD;TIPO;FECHA;CANTIDAD
2054;VENTA;2023/12/26;5
2024;VENTA;2023/12/27;32
2029;VENTA;2023/12/27;52
2031;VENTA;2023/12/27;36
2032;VENTA;2023/12/27;54
2034;VENTA;2023/12/27;16
2040;VENTA;2023/12/27;35
2040;VENTA;2023/12/27;37
2041;VENTA;2023/12/27;53
2047;VENTA;2023/12/27;31
2053;VENTA;2023/12/27;31
2022;VENTA;2023/12/28;48
2033;VENTA;2023/12/28;53
2038;VENTA;2023/12/28;9
2039;VENTA;2023/12/28;2
2051;VENTA;2023/12/28;13
2022;VENTA;2023/12/29;32
2024;VENTA;2023/12/29;26
2024;VENTA;2023/12/29;48
2025;VENTA;2023/12/29;41
2027;VENTA;2023/12/29;4
2028;VENTA;2023/12/29;45
2031;VENTA;2023/12/29;25
2033;VENTA;2023/12/29;44
2033;VENTA;2023/12/29;3
2034;VENTA;2023/12/29;8
2036;VENTA;2023/12/29;3
2036;VENTA;2023/12/29;34
2038;VENTA;2023/12/29;19
2041;VENTA;2023/12/29;6
2045;VENTA;2023/12/29;31
2048;VENTA;2023/12/29;30
2048;VENTA;2023/12/29;42
2051;VENTA;2023/12/29;36
2052;VENTA;2023/12/29;43
2053;VENTA;2023/12/29;20
2053;VENTA;2023/12/29;32
2026;VENTA;2023/12/30;38
2028;VENTA;2023/12/30;48
2029;VENTA;2023/12/30;35
2031;VENTA;2023/12/30;18
2031;VENTA;2023/12/30;1
2036;VENTA;2023/12/30;38
2037;VENTA;2023/12/30;44
2038;VENTA;2023/12/30;25
2040;VENTA;2023/12/30;23
2042;VENTA;2023/12/30;4
2047;VENTA;2023/12/30;39
2052;VENTA;2023/12/30;24
2052;VENTA;2023/12/30;2
2053;VENTA;2023/12/30;33
2054;VENTA;2023/12/30;19
2029;VENTA;2023/12/31;54
2032;VENTA;2023/12/31;23
2034;VENTA;2023/12/31;38
2037;VENTA;2023/12/31;28
2040;VENTA;2023/12/31;2
2040;VENTA;2023/12/31;3
2042;VENTA;2023/12/31;51
2042;VENTA;2023/12/31;51
2042;VENTA;2023/12/31;46
2043;VENTA;2023/12/31;15
2043;VENTA;2023/12/31;13
2045;VENTA;2023/12/31;5
2051;VENTA;2023/12/31;33
2052;VENTA;2023/12/31;6
2052;VENTA;2023/12/31;4
2053;VENTA;2023/12/31;42
2054;VENTA;2023/12/31;51
2054;VENTA;2023/12/31;33
